source,target,score,edge_type
685,7682,,ingr-fcomp
685,7377,,ingr-fcomp
685,7152,,ingr-fcomp
685,8339,,ingr-fcomp
685,7120,,ingr-fcomp
685,7335,,ingr-fcomp
685,7167,,ingr-fcomp
685,7246,,ingr-fcomp
685,8192,,ingr-fcomp
685,8332,,ingr-fcomp
685,8300,,ingr-fcomp
685,8308,,ingr-fcomp
685,7502,,ingr-fcomp
685,7462,,ingr-fcomp
685,7264,,ingr-fcomp
685,7722,,ingr-fcomp
685,7222,,ingr-fcomp
685,8194,,ingr-fcomp
685,7175,,ingr-fcomp
685,7139,,ingr-fcomp
685,8433,,ingr-fcomp
685,7226,,ingr-fcomp
685,8377,,ingr-fcomp
685,7166,,ingr-fcomp
685,7151,,ingr-fcomp
685,7188,,ingr-fcomp
685,8441,,ingr-fcomp
685,8431,,ingr-fcomp
685,7178,,ingr-fcomp
685,7107,,ingr-fcomp
685,7482,,ingr-fcomp
685,7817,,ingr-fcomp
685,7142,,ingr-fcomp
685,8521,,ingr-fcomp
685,8329,,ingr-fcomp
685,7859,,ingr-fcomp
685,7292,,ingr-fcomp
685,7513,,ingr-fcomp
685,7374,,ingr-fcomp
685,8202,,ingr-fcomp
685,7153,,ingr-fcomp
685,7221,,ingr-fcomp
685,7429,,ingr-fcomp
685,7651,,ingr-fcomp
685,7115,,ingr-fcomp
685,7248,,ingr-fcomp
685,7145,,ingr-fcomp
685,7912,,ingr-fcomp
685,8315,,ingr-fcomp
685,7109,,ingr-fcomp
685,8220,,ingr-fcomp
685,8381,,ingr-fcomp
685,8378,,ingr-fcomp
685,7474,,ingr-fcomp
685,8302,,ingr-fcomp
685,7583,,ingr-fcomp
685,8221,,ingr-fcomp
3560,7226,,ingr-fcomp
3560,8334,,ingr-fcomp
3560,7423,,ingr-fcomp
6299,7364,,ingr-fcomp
6299,7736,,ingr-fcomp
6299,7697,,ingr-fcomp
6299,7647,,ingr-fcomp
6299,7291,,ingr-fcomp
6299,7321,,ingr-fcomp
6299,7518,,ingr-fcomp
6299,7245,,ingr-fcomp
6299,7125,,ingr-fcomp
6299,7408,,ingr-fcomp
6299,7250,,ingr-fcomp
6299,8290,,ingr-fcomp
6299,7580,,ingr-fcomp
6299,7249,,ingr-fcomp
6299,7652,,ingr-fcomp
6299,7839,,ingr-fcomp
6299,7498,,ingr-fcomp
6299,7702,,ingr-fcomp
6299,7124,,ingr-fcomp
6299,7640,,ingr-fcomp
6299,7763,,ingr-fcomp
6299,8450,,ingr-fcomp
6299,7307,,ingr-fcomp
6299,7157,,ingr-fcomp
6299,7422,,ingr-fcomp
6299,7424,,ingr-fcomp
6299,7428,,ingr-fcomp
6299,7517,,ingr-fcomp
6299,7390,,ingr-fcomp
6299,7490,,ingr-fcomp
6299,7551,,ingr-fcomp
6299,7380,,ingr-fcomp
6299,7181,,ingr-fcomp
6299,7818,,ingr-fcomp
6299,7648,,ingr-fcomp
6299,7388,,ingr-fcomp
6299,7356,,ingr-fcomp
6299,7225,,ingr-fcomp
6299,7161,,ingr-fcomp
6299,7644,,ingr-fcomp
6299,7669,,ingr-fcomp
6299,7423,,ingr-fcomp
6299,7134,,ingr-fcomp
6299,7200,,ingr-fcomp
6299,7302,,ingr-fcomp
6299,7553,,ingr-fcomp
6299,7611,,ingr-fcomp
6299,7430,,ingr-fcomp
6299,7678,,ingr-fcomp
6299,7787,,ingr-fcomp
6299,7165,,ingr-fcomp
6299,7977,,ingr-fcomp
6299,7421,,ingr-fcomp
6299,7486,,ingr-fcomp
6299,8423,,ingr-fcomp
6299,7174,,ingr-fcomp
6299,7365,,ingr-fcomp
6299,7335,,ingr-fcomp
6299,8075,,ingr-fcomp
6299,7690,,ingr-fcomp
6299,7148,,ingr-fcomp
6299,7167,,ingr-fcomp
6299,7246,,ingr-fcomp
6299,7379,,ingr-fcomp
6299,7784,,ingr-fcomp
6299,7367,,ingr-fcomp
6299,7405,,ingr-fcomp
6299,7295,,ingr-fcomp
6299,7748,,ingr-fcomp
6299,7825,,ingr-fcomp
6299,7758,,ingr-fcomp
6299,7446,,ingr-fcomp
6299,7417,,ingr-fcomp
6299,8128,,ingr-fcomp
6299,7212,,ingr-fcomp
6299,7382,,ingr-fcomp
6299,7815,,ingr-fcomp
6299,7440,,ingr-fcomp
6299,7413,,ingr-fcomp
6299,7726,,ingr-fcomp
6299,7722,,ingr-fcomp
6299,7222,,ingr-fcomp
6299,8172,,ingr-fcomp
6299,7387,,ingr-fcomp
6299,7139,,ingr-fcomp
6299,7753,,ingr-fcomp
6299,7826,,ingr-fcomp
6299,7299,,ingr-fcomp
6299,7730,,ingr-fcomp
6299,7166,,ingr-fcomp
6299,8243,,ingr-fcomp
6299,7654,,ingr-fcomp
6299,7438,,ingr-fcomp
6299,7622,,ingr-fcomp
6299,7202,,ingr-fcomp
6299,7110,,ingr-fcomp
6299,7137,,ingr-fcomp
6299,7900,,ingr-fcomp
6299,7817,,ingr-fcomp
6299,8223,,ingr-fcomp
6299,7142,,ingr-fcomp
6299,8261,,ingr-fcomp
6299,7489,,ingr-fcomp
6299,7729,,ingr-fcomp
6299,7973,,ingr-fcomp
6299,7194,,ingr-fcomp
6299,7231,,ingr-fcomp
6299,7254,,ingr-fcomp
6299,7434,,ingr-fcomp
6299,7593,,ingr-fcomp
6299,7170,,ingr-fcomp
6299,7144,,ingr-fcomp
6299,8569,,ingr-fcomp
6299,7400,,ingr-fcomp
6299,7153,,ingr-fcomp
6299,7372,,ingr-fcomp
6299,7816,,ingr-fcomp
6299,7252,,ingr-fcomp
6299,7537,,ingr-fcomp
6299,7822,,ingr-fcomp
6299,7145,,ingr-fcomp
6299,7248,,ingr-fcomp
6299,7447,,ingr-fcomp
6299,7935,,ingr-fcomp
6299,7105,,ingr-fcomp
6299,7353,,ingr-fcomp
6299,7109,,ingr-fcomp
6299,7123,,ingr-fcomp
6299,7645,,ingr-fcomp
6299,8087,,ingr-fcomp
6299,7595,,ingr-fcomp
6299,7453,,ingr-fcomp
6299,7575,,ingr-fcomp
6299,7243,,ingr-fcomp
6299,7432,,ingr-fcomp
6299,7171,,ingr-fcomp
6299,7993,,ingr-fcomp
6299,8430,,ingr-fcomp
6299,7583,,ingr-fcomp
6299,7385,,ingr-fcomp
4438,7129,,ingr-fcomp
4438,7267,,ingr-fcomp
4438,7281,,ingr-fcomp
4438,7906,,ingr-fcomp
4438,8206,,ingr-fcomp
4438,7576,,ingr-fcomp
4438,8305,,ingr-fcomp
4438,8195,,ingr-fcomp
4438,8228,,ingr-fcomp
4438,7839,,ingr-fcomp
4438,7223,,ingr-fcomp
4438,7572,,ingr-fcomp
4438,7157,,ingr-fcomp
4438,8409,,ingr-fcomp
4438,7198,,ingr-fcomp
4438,7117,,ingr-fcomp
4438,7119,,ingr-fcomp
4438,8203,,ingr-fcomp
4438,7186,,ingr-fcomp
4438,7711,,ingr-fcomp
4438,7778,,ingr-fcomp
4438,7481,,ingr-fcomp
4438,7208,,ingr-fcomp
4438,7725,,ingr-fcomp
4438,8391,,ingr-fcomp
4438,7225,,ingr-fcomp
4438,7559,,ingr-fcomp
4438,7471,,ingr-fcomp
4438,8291,,ingr-fcomp
4438,7423,,ingr-fcomp
4438,7134,,ingr-fcomp
4438,7553,,ingr-fcomp
4438,8157,,ingr-fcomp
4438,7183,,ingr-fcomp
4438,8380,,ingr-fcomp
4438,7678,,ingr-fcomp
4438,8437,,ingr-fcomp
4438,7682,,ingr-fcomp
4438,7152,,ingr-fcomp
4438,8339,,ingr-fcomp
4438,8213,,ingr-fcomp
4438,7120,,ingr-fcomp
4438,7192,,ingr-fcomp
4438,7509,,ingr-fcomp
4438,7335,,ingr-fcomp
4438,7167,,ingr-fcomp
4438,8332,,ingr-fcomp
4438,8300,,ingr-fcomp
4438,7465,,ingr-fcomp
4438,8018,,ingr-fcomp
4438,7417,,ingr-fcomp
4438,8308,,ingr-fcomp
4438,7462,,ingr-fcomp
4438,7264,,ingr-fcomp
4438,7222,,ingr-fcomp
4438,7566,,ingr-fcomp
4438,8194,,ingr-fcomp
4438,7175,,ingr-fcomp
4438,8433,,ingr-fcomp
4438,7718,,ingr-fcomp
4438,8377,,ingr-fcomp
4438,7166,,ingr-fcomp
4438,8441,,ingr-fcomp
4438,8099,,ingr-fcomp
4438,8204,,ingr-fcomp
4438,7137,,ingr-fcomp
4438,8138,,ingr-fcomp
4438,7178,,ingr-fcomp
4438,7107,,ingr-fcomp
4438,7817,,ingr-fcomp
4438,7964,,ingr-fcomp
4438,7142,,ingr-fcomp
4438,7873,,ingr-fcomp
4438,7211,,ingr-fcomp
4438,7513,,ingr-fcomp
4438,7374,,ingr-fcomp
4438,8202,,ingr-fcomp
4438,7153,,ingr-fcomp
4438,7221,,ingr-fcomp
4438,7651,,ingr-fcomp
4438,7145,,ingr-fcomp
4438,7205,,ingr-fcomp
4438,8315,,ingr-fcomp
4438,8220,,ingr-fcomp
4438,8381,,ingr-fcomp
4438,7238,,ingr-fcomp
4438,7277,,ingr-fcomp
4438,8345,,ingr-fcomp
4438,7474,,ingr-fcomp
4438,8587,,ingr-fcomp
4438,8061,,ingr-fcomp
4438,8330,,ingr-fcomp
4438,7583,,ingr-fcomp
4438,8221,,ingr-fcomp
4438,7507,,ingr-fcomp
4438,8119,,ingr-fcomp
4438,7291,,ingr-fcomp
4438,7518,,ingr-fcomp
4438,8612,,ingr-fcomp
4438,8311,,ingr-fcomp
4438,7276,,ingr-fcomp
4438,8190,,ingr-fcomp
4438,8543,,ingr-fcomp
4438,7106,,ingr-fcomp
4438,7124,,ingr-fcomp
4438,8074,,ingr-fcomp
4438,7251,,ingr-fcomp
4438,8392,,ingr-fcomp
4438,8384,,ingr-fcomp
4438,7756,,ingr-fcomp
4438,7473,,ingr-fcomp
4438,8005,,ingr-fcomp
4438,7989,,ingr-fcomp
4438,8334,,ingr-fcomp
4438,8196,,ingr-fcomp
4438,7228,,ingr-fcomp
4438,7314,,ingr-fcomp
4438,7154,,ingr-fcomp
4438,7452,,ingr-fcomp
4438,8040,,ingr-fcomp
4438,8613,,ingr-fcomp
4438,7786,,ingr-fcomp
4438,8346,,ingr-fcomp
4438,8497,,ingr-fcomp
4438,7313,,ingr-fcomp
4438,7377,,ingr-fcomp
4438,7496,,ingr-fcomp
4438,7560,,ingr-fcomp
4438,7315,,ingr-fcomp
4438,8192,,ingr-fcomp
4438,7246,,ingr-fcomp
4438,7477,,ingr-fcomp
4438,8121,,ingr-fcomp
4438,7316,,ingr-fcomp
4438,7502,,ingr-fcomp
4438,8349,,ingr-fcomp
4438,8375,,ingr-fcomp
4438,7722,,ingr-fcomp
4438,7139,,ingr-fcomp
4438,7226,,ingr-fcomp
4438,7494,,ingr-fcomp
4438,7676,,ingr-fcomp
4438,7151,,ingr-fcomp
4438,7188,,ingr-fcomp
4438,8431,,ingr-fcomp
4438,8303,,ingr-fcomp
4438,7482,,ingr-fcomp
4438,8521,,ingr-fcomp
4438,8631,,ingr-fcomp
4438,8329,,ingr-fcomp
4438,7303,,ingr-fcomp
4438,7859,,ingr-fcomp
4438,7292,,ingr-fcomp
4438,8258,,ingr-fcomp
4438,8198,,ingr-fcomp
4438,7816,,ingr-fcomp
4438,7429,,ingr-fcomp
4438,7252,,ingr-fcomp
4438,7115,,ingr-fcomp
4438,7248,,ingr-fcomp
4438,7912,,ingr-fcomp
4438,7109,,ingr-fcomp
4438,7683,,ingr-fcomp
4438,7199,,ingr-fcomp
4438,8378,,ingr-fcomp
4438,7131,,ingr-fcomp
4438,7130,,ingr-fcomp
4438,8302,,ingr-fcomp
4438,7243,,ingr-fcomp
4438,7512,,ingr-fcomp
6545,7129,,ingr-fcomp
6545,7281,,ingr-fcomp
6545,7463,,ingr-fcomp
6545,7576,,ingr-fcomp
6545,8305,,ingr-fcomp
6545,8195,,ingr-fcomp
6545,7839,,ingr-fcomp
6545,7223,,ingr-fcomp
6545,7572,,ingr-fcomp
6545,7157,,ingr-fcomp
6545,8409,,ingr-fcomp
6545,7117,,ingr-fcomp
6545,7119,,ingr-fcomp
6545,8203,,ingr-fcomp
6545,7186,,ingr-fcomp
6545,7711,,ingr-fcomp
6545,8256,,ingr-fcomp
6545,7778,,ingr-fcomp
6545,7208,,ingr-fcomp
6545,8391,,ingr-fcomp
6545,7225,,ingr-fcomp
6545,7559,,ingr-fcomp
6545,7471,,ingr-fcomp
6545,7134,,ingr-fcomp
6545,7183,,ingr-fcomp
6545,8380,,ingr-fcomp
6545,7678,,ingr-fcomp
6545,8437,,ingr-fcomp
6545,7682,,ingr-fcomp
6545,7152,,ingr-fcomp
6545,8339,,ingr-fcomp
6545,8213,,ingr-fcomp
6545,7120,,ingr-fcomp
6545,7192,,ingr-fcomp
6545,7335,,ingr-fcomp
6545,7167,,ingr-fcomp
6545,8332,,ingr-fcomp
6545,8300,,ingr-fcomp
6545,8308,,ingr-fcomp
6545,7462,,ingr-fcomp
6545,7264,,ingr-fcomp
6545,7222,,ingr-fcomp
6545,8398,,ingr-fcomp
6545,8194,,ingr-fcomp
6545,7175,,ingr-fcomp
6545,8433,,ingr-fcomp
6545,8377,,ingr-fcomp
6545,7166,,ingr-fcomp
6545,8441,,ingr-fcomp
6545,8138,,ingr-fcomp
6545,7178,,ingr-fcomp
6545,7107,,ingr-fcomp
6545,7817,,ingr-fcomp
6545,7142,,ingr-fcomp
6545,7684,,ingr-fcomp
6545,8456,,ingr-fcomp
6545,7513,,ingr-fcomp
6545,7374,,ingr-fcomp
6545,8202,,ingr-fcomp
6545,8569,,ingr-fcomp
6545,7153,,ingr-fcomp
6545,7221,,ingr-fcomp
6545,7651,,ingr-fcomp
6545,7145,,ingr-fcomp
6545,8315,,ingr-fcomp
6545,8220,,ingr-fcomp
6545,8381,,ingr-fcomp
6545,7474,,ingr-fcomp
6545,7583,,ingr-fcomp
6545,8221,,ingr-fcomp
6545,8119,,ingr-fcomp
6545,7291,,ingr-fcomp
6545,7518,,ingr-fcomp
6545,8311,,ingr-fcomp
6545,8190,,ingr-fcomp
6545,8082,,ingr-fcomp
6545,8543,,ingr-fcomp
6545,7106,,ingr-fcomp
6545,8074,,ingr-fcomp
6545,7251,,ingr-fcomp
6545,8384,,ingr-fcomp
6545,7756,,ingr-fcomp
6545,7989,,ingr-fcomp
6545,8334,,ingr-fcomp
6545,8196,,ingr-fcomp
6545,7551,,ingr-fcomp
6545,7228,,ingr-fcomp
6545,7314,,ingr-fcomp
6545,7154,,ingr-fcomp
6545,8040,,ingr-fcomp
6545,7786,,ingr-fcomp
6545,8551,,ingr-fcomp
6545,8346,,ingr-fcomp
6545,8497,,ingr-fcomp
6545,7313,,ingr-fcomp
6545,8238,,ingr-fcomp
6545,7377,,ingr-fcomp
6545,7315,,ingr-fcomp
6545,8216,,ingr-fcomp
6545,8189,,ingr-fcomp
6545,8192,,ingr-fcomp
6545,7246,,ingr-fcomp
6545,8081,,ingr-fcomp
6545,7316,,ingr-fcomp
6545,7502,,ingr-fcomp
6545,8375,,ingr-fcomp
6545,7722,,ingr-fcomp
6545,7139,,ingr-fcomp
6545,7151,,ingr-fcomp
6545,7188,,ingr-fcomp
6545,8431,,ingr-fcomp
6545,7482,,ingr-fcomp
6545,8521,,ingr-fcomp
6545,8329,,ingr-fcomp
6545,7533,,ingr-fcomp
6545,7434,,ingr-fcomp
6545,7859,,ingr-fcomp
6545,7292,,ingr-fcomp
6545,7816,,ingr-fcomp
6545,7429,,ingr-fcomp
6545,7252,,ingr-fcomp
6545,7115,,ingr-fcomp
6545,7248,,ingr-fcomp
6545,7912,,ingr-fcomp
6545,7109,,ingr-fcomp
6545,8378,,ingr-fcomp
6545,7131,,ingr-fcomp
6545,7130,,ingr-fcomp
6545,8302,,ingr-fcomp
6545,7243,,ingr-fcomp
361,7736,,ingr-fcomp
361,7321,,ingr-fcomp
361,8327,,ingr-fcomp
361,7576,,ingr-fcomp
361,7163,,ingr-fcomp
361,7177,,ingr-fcomp
361,7249,,ingr-fcomp
361,7640,,ingr-fcomp
361,7224,,ingr-fcomp
361,7681,,ingr-fcomp
361,7157,,ingr-fcomp
361,7403,,ingr-fcomp
361,7610,,ingr-fcomp
361,7143,,ingr-fcomp
361,8584,,ingr-fcomp
361,8355,,ingr-fcomp
361,7138,,ingr-fcomp
361,8334,,ingr-fcomp
361,7490,,ingr-fcomp
361,7457,,ingr-fcomp
361,7711,,ingr-fcomp
361,7380,,ingr-fcomp
361,8494,,ingr-fcomp
361,7847,,ingr-fcomp
361,7732,,ingr-fcomp
361,7352,,ingr-fcomp
361,7356,,ingr-fcomp
361,7406,,ingr-fcomp
361,7375,,ingr-fcomp
361,7427,,ingr-fcomp
361,7423,,ingr-fcomp
361,7302,,ingr-fcomp
361,7433,,ingr-fcomp
361,7678,,ingr-fcomp
361,7229,,ingr-fcomp
361,7743,,ingr-fcomp
361,7791,,ingr-fcomp
361,8312,,ingr-fcomp
361,7410,,ingr-fcomp
361,7120,,ingr-fcomp
361,7439,,ingr-fcomp
361,7687,,ingr-fcomp
361,7796,,ingr-fcomp
361,7148,,ingr-fcomp
361,7824,,ingr-fcomp
361,7446,,ingr-fcomp
361,8165,,ingr-fcomp
361,8128,,ingr-fcomp
361,7502,,ingr-fcomp
361,7440,,ingr-fcomp
361,7501,,ingr-fcomp
361,7607,,ingr-fcomp
361,7827,,ingr-fcomp
361,7831,,ingr-fcomp
361,7425,,ingr-fcomp
361,7387,,ingr-fcomp
361,7226,,ingr-fcomp
361,7308,,ingr-fcomp
361,7730,,ingr-fcomp
361,7218,,ingr-fcomp
361,8067,,ingr-fcomp
361,7438,,ingr-fcomp
361,7202,,ingr-fcomp
361,7602,,ingr-fcomp
361,7173,,ingr-fcomp
361,7178,,ingr-fcomp
361,8223,,ingr-fcomp
361,7746,,ingr-fcomp
361,7142,,ingr-fcomp
361,7814,,ingr-fcomp
361,7797,,ingr-fcomp
361,7434,,ingr-fcomp
361,8421,,ingr-fcomp
361,7293,,ingr-fcomp
361,7836,,ingr-fcomp
361,8426,,ingr-fcomp
361,8422,,ingr-fcomp
361,7613,,ingr-fcomp
361,7153,,ingr-fcomp
361,8304,,ingr-fcomp
361,7372,,ingr-fcomp
361,8435,,ingr-fcomp
361,7252,,ingr-fcomp
361,7164,,ingr-fcomp
361,7145,,ingr-fcomp
361,7131,,ingr-fcomp
361,7344,,ingr-fcomp
361,7696,,ingr-fcomp
361,7571,,ingr-fcomp
361,7171,,ingr-fcomp
361,8601,,ingr-fcomp
361,7385,,ingr-fcomp
2335,7321,,ingr-fcomp
2335,7291,,ingr-fcomp
2335,7893,,ingr-fcomp
2335,7269,,ingr-fcomp
2335,7576,,ingr-fcomp
2335,7776,,ingr-fcomp
2335,7721,,ingr-fcomp
2335,7249,,ingr-fcomp
2335,7652,,ingr-fcomp
2335,8450,,ingr-fcomp
2335,7307,,ingr-fcomp
2335,7157,,ingr-fcomp
2335,7422,,ingr-fcomp
2335,8547,,ingr-fcomp
2335,7428,,ingr-fcomp
2335,8428,,ingr-fcomp
2335,7456,,ingr-fcomp
2335,8355,,ingr-fcomp
2335,8425,,ingr-fcomp
2335,7597,,ingr-fcomp
2335,8508,,ingr-fcomp
2335,7399,,ingr-fcomp
2335,7662,,ingr-fcomp
2335,7551,,ingr-fcomp
2335,8310,,ingr-fcomp
2335,8590,,ingr-fcomp
2335,8493,,ingr-fcomp
2335,8494,,ingr-fcomp
2335,7380,,ingr-fcomp
2335,7280,,ingr-fcomp
2335,7673,,ingr-fcomp
2335,7732,,ingr-fcomp
2335,7388,,ingr-fcomp
2335,7848,,ingr-fcomp
2335,7242,,ingr-fcomp
2335,7644,,ingr-fcomp
2335,7669,,ingr-fcomp
2335,7302,,ingr-fcomp
2335,8483,,ingr-fcomp
2335,7282,,ingr-fcomp
2335,7801,,ingr-fcomp
2335,7785,,ingr-fcomp
2335,7678,,ingr-fcomp
2335,7596,,ingr-fcomp
2335,7787,,ingr-fcomp
2335,7165,,ingr-fcomp
2335,7679,,ingr-fcomp
2335,7701,,ingr-fcomp
2335,7892,,ingr-fcomp
2335,7781,,ingr-fcomp
2335,7668,,ingr-fcomp
2335,7486,,ingr-fcomp
2335,7833,,ingr-fcomp
2335,7315,,ingr-fcomp
2335,7791,,ingr-fcomp
2335,7174,,ingr-fcomp
2335,7365,,ingr-fcomp
2335,7796,,ingr-fcomp
2335,7784,,ingr-fcomp
2335,7246,,ingr-fcomp
2335,7758,,ingr-fcomp
2335,7371,,ingr-fcomp
2335,7417,,ingr-fcomp
2335,7815,,ingr-fcomp
2335,7720,,ingr-fcomp
2335,8548,,ingr-fcomp
2335,7722,,ingr-fcomp
2335,7139,,ingr-fcomp
2335,7753,,ingr-fcomp
2335,7826,,ingr-fcomp
2335,8558,,ingr-fcomp
2335,7166,,ingr-fcomp
2335,8474,,ingr-fcomp
2335,7497,,ingr-fcomp
2335,7602,,ingr-fcomp
2335,7817,,ingr-fcomp
2335,7142,,ingr-fcomp
2335,7729,,ingr-fcomp
2335,7434,,ingr-fcomp
2335,7293,,ingr-fcomp
2335,7605,,ingr-fcomp
2335,7170,,ingr-fcomp
2335,8426,,ingr-fcomp
2335,8422,,ingr-fcomp
2335,7731,,ingr-fcomp
2335,7500,,ingr-fcomp
2335,7495,,ingr-fcomp
2335,7341,,ingr-fcomp
2335,7252,,ingr-fcomp
2335,7889,,ingr-fcomp
2335,7674,,ingr-fcomp
2335,8424,,ingr-fcomp
2335,8605,,ingr-fcomp
2335,7688,,ingr-fcomp
2335,7832,,ingr-fcomp
2335,8420,,ingr-fcomp
2335,7713,,ingr-fcomp
2335,7583,,ingr-fcomp
2335,7792,,ingr-fcomp
2335,7385,,ingr-fcomp
885,7178,,ingr-fcomp
885,8334,,ingr-fcomp
885,7120,,ingr-fcomp
885,7423,,ingr-fcomp
6631,7328,,ingr-fcomp
6631,7129,,ingr-fcomp
6631,8119,,ingr-fcomp
6631,7321,,ingr-fcomp
6631,7291,,ingr-fcomp
6631,7518,,ingr-fcomp
6631,7281,,ingr-fcomp
6631,8311,,ingr-fcomp
6631,7463,,ingr-fcomp
6631,7576,,ingr-fcomp
6631,7351,,ingr-fcomp
6631,8305,,ingr-fcomp
6631,7250,,ingr-fcomp
6631,8195,,ingr-fcomp
6631,7652,,ingr-fcomp
6631,7839,,ingr-fcomp
6631,7223,,ingr-fcomp
6631,8543,,ingr-fcomp
6631,7106,,ingr-fcomp
6631,8074,,ingr-fcomp
6631,8384,,ingr-fcomp
6631,7403,,ingr-fcomp
6631,7157,,ingr-fcomp
6631,7422,,ingr-fcomp
6631,7610,,ingr-fcomp
6631,8409,,ingr-fcomp
6631,7117,,ingr-fcomp
6631,7119,,ingr-fcomp
6631,7517,,ingr-fcomp
6631,8203,,ingr-fcomp
6631,7186,,ingr-fcomp
6631,7662,,ingr-fcomp
6631,8334,,ingr-fcomp
6631,8196,,ingr-fcomp
6631,8310,,ingr-fcomp
6631,7108,,ingr-fcomp
6631,7711,,ingr-fcomp
6631,7228,,ingr-fcomp
6631,7154,,ingr-fcomp
6631,7876,,ingr-fcomp
6631,7818,,ingr-fcomp
6631,7208,,ingr-fcomp
6631,8040,,ingr-fcomp
6631,8301,,ingr-fcomp
6631,7786,,ingr-fcomp
6631,7118,,ingr-fcomp
6631,7230,,ingr-fcomp
6631,7225,,ingr-fcomp
6631,8346,,ingr-fcomp
6631,7559,,ingr-fcomp
6631,8221,,ingr-fcomp
6631,7461,,ingr-fcomp
6631,7471,,ingr-fcomp
6631,7161,,ingr-fcomp
6631,8497,,ingr-fcomp
6631,7343,,ingr-fcomp
6631,7134,,ingr-fcomp
6631,7459,,ingr-fcomp
6631,7553,,ingr-fcomp
6631,7183,,ingr-fcomp
6631,7282,,ingr-fcomp
6631,8380,,ingr-fcomp
6631,7430,,ingr-fcomp
6631,7678,,ingr-fcomp
6631,8437,,ingr-fcomp
6631,7165,,ingr-fcomp
6631,7682,,ingr-fcomp
6631,7377,,ingr-fcomp
6631,7608,,ingr-fcomp
6631,7152,,ingr-fcomp
6631,7503,,ingr-fcomp
6631,8339,,ingr-fcomp
6631,7120,,ingr-fcomp
6631,7687,,ingr-fcomp
6631,7335,,ingr-fcomp
6631,7268,,ingr-fcomp
6631,7542,,ingr-fcomp
6631,7167,,ingr-fcomp
6631,7246,,ingr-fcomp
6631,8192,,ingr-fcomp
6631,7367,,ingr-fcomp
6631,7825,,ingr-fcomp
6631,8332,,ingr-fcomp
6631,8300,,ingr-fcomp
6631,7758,,ingr-fcomp
6631,7271,,ingr-fcomp
6631,7446,,ingr-fcomp
6631,7417,,ingr-fcomp
6631,7864,,ingr-fcomp
6631,8308,,ingr-fcomp
6631,7382,,ingr-fcomp
6631,7502,,ingr-fcomp
6631,7462,,ingr-fcomp
6631,7264,,ingr-fcomp
6631,7975,,ingr-fcomp
6631,7333,,ingr-fcomp
6631,7726,,ingr-fcomp
6631,7722,,ingr-fcomp
6631,7222,,ingr-fcomp
6631,8194,,ingr-fcomp
6631,7175,,ingr-fcomp
6631,7139,,ingr-fcomp
6631,8433,,ingr-fcomp
6631,7538,,ingr-fcomp
6631,8377,,ingr-fcomp
6631,7166,,ingr-fcomp
6631,7151,,ingr-fcomp
6631,7188,,ingr-fcomp
6631,7283,,ingr-fcomp
6631,8441,,ingr-fcomp
6631,7710,,ingr-fcomp
6631,7204,,ingr-fcomp
6631,7622,,ingr-fcomp
6631,7202,,ingr-fcomp
6631,7340,,ingr-fcomp
6631,8431,,ingr-fcomp
6631,7602,,ingr-fcomp
6631,7373,,ingr-fcomp
6631,7178,,ingr-fcomp
6631,7810,,ingr-fcomp
6631,7817,,ingr-fcomp
6631,7107,,ingr-fcomp
6631,7482,,ingr-fcomp
6631,7564,,ingr-fcomp
6631,7142,,ingr-fcomp
6631,8521,,ingr-fcomp
6631,8329,,ingr-fcomp
6631,7489,,ingr-fcomp
6631,7194,,ingr-fcomp
6631,7303,,ingr-fcomp
6631,7859,,ingr-fcomp
6631,7292,,ingr-fcomp
6631,7915,,ingr-fcomp
6631,7605,,ingr-fcomp
6631,7323,,ingr-fcomp
6631,7513,,ingr-fcomp
6631,7144,,ingr-fcomp
6631,7374,,ingr-fcomp
6631,8202,,ingr-fcomp
6631,8509,,ingr-fcomp
6631,7153,,ingr-fcomp
6631,7372,,ingr-fcomp
6631,7221,,ingr-fcomp
6631,7429,,ingr-fcomp
6631,7252,,ingr-fcomp
6631,7651,,ingr-fcomp
6631,7115,,ingr-fcomp
6631,7523,,ingr-fcomp
6631,7248,,ingr-fcomp
6631,7145,,ingr-fcomp
6631,7327,,ingr-fcomp
6631,7912,,ingr-fcomp
6631,8315,,ingr-fcomp
6631,7278,,ingr-fcomp
6631,7353,,ingr-fcomp
6631,7109,,ingr-fcomp
6631,8220,,ingr-fcomp
6631,8381,,ingr-fcomp
6631,8378,,ingr-fcomp
6631,7344,,ingr-fcomp
6631,7464,,ingr-fcomp
6631,7575,,ingr-fcomp
6631,8306,,ingr-fcomp
6631,7741,,ingr-fcomp
6631,7474,,ingr-fcomp
6631,7867,,ingr-fcomp
6631,8302,,ingr-fcomp
6631,7621,,ingr-fcomp
6631,7432,,ingr-fcomp
6631,7171,,ingr-fcomp
6631,8330,,ingr-fcomp
6631,7583,,ingr-fcomp
6631,7311,,ingr-fcomp
6631,7385,,ingr-fcomp
4659,8606,,ingr-fcomp
4659,7736,,ingr-fcomp
4659,7129,,ingr-fcomp
4659,7281,,ingr-fcomp
4659,7463,,ingr-fcomp
4659,7269,,ingr-fcomp
4659,7576,,ingr-fcomp
4659,8305,,ingr-fcomp
4659,8195,,ingr-fcomp
4659,7839,,ingr-fcomp
4659,7223,,ingr-fcomp
4659,8019,,ingr-fcomp
4659,7157,,ingr-fcomp
